
---------- Begin Simulation Statistics ----------
simSeconds                                   0.062394                       # Number of seconds simulated (Second)
simTicks                                  62393801064                       # Number of ticks simulated (Tick)
finalTick                                 62393801064                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1091.89                       # Real time elapsed on the host (Second)
hostTickRate                                 57142731                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     715808                       # Number of bytes of host memory used (Byte)
simInsts                                    430328309                       # Number of instructions simulated (Count)
simOps                                      430330095                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   394112                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     394113                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       167534643                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      258098810                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    5185                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     252910974                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 40709                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            11968799                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          9462959                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                892                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          167296497                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.511753                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.847162                       # Number of insts issued each cycle (Count)
system.cpu1.mmu.itb.readMisses                      0                       # read misses (Count)
system.cpu1.mmu.itb.readAccesses                    0                       # read accesses (Count)
system.cpu1.mmu.itb.writeHits                       0                       # write hits (Count)
system.cpu1.mmu.itb.writeMisses                     0                       # write misses (Count)
system.cpu1.mmu.itb.writeAccesses                   0                       # write accesses (Count)
system.cpu1.mmu.itb.hits                            0                       # Total TLB (read and write) hits (Count)
system.cpu1.mmu.itb.misses                          0                       # Total TLB (read and write) misses (Count)
system.cpu1.mmu.itb.accesses                        0                       # Total TLB (read and write) accesses (Count)
system.cpu1.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  62393801064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.power_state.numTransitions              4                       # Number of power state transitions (Count)
system.cpu1.power_state.ticksClkGated::samples            2                       # Distribution of time spent in the clock gated state (Tick)
system.cpu1.power_state.ticksClkGated::mean     41238855                       # Distribution of time spent in the clock gated state (Tick)
system.cpu1.power_state.ticksClkGated::stdev 58299848.193825                       # Distribution of time spent in the clock gated state (Tick)
system.cpu1.power_state.ticksClkGated::1000-5e+10            2    100.00%    100.00% # Distribution of time spent in the clock gated state (Tick)
system.cpu1.power_state.ticksClkGated::min_value        14637                       # Distribution of time spent in the clock gated state (Tick)
system.cpu1.power_state.ticksClkGated::max_value     82463073                       # Distribution of time spent in the clock gated state (Tick)
system.cpu1.power_state.ticksClkGated::total            2                       # Distribution of time spent in the clock gated state (Tick)
system.cpu1.power_state.pwrStateResidencyTicks::ON  62311323354                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.power_state.pwrStateResidencyTicks::CLK_GATED     82477710                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.rename.squashCycles                 93303                       # Number of cycles rename is squashing (Cycle)
system.cpu1.rename.idleCycles                13624775                       # Number of cycles rename is idle (Cycle)
system.cpu1.rename.blockCycles               24065229                       # Number of cycles rename is blocking (Cycle)
system.cpu1.rename.serializeStallCycles        120799                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu1.rename.runCycles                 17692538                       # Number of cycles rename is running (Cycle)
system.cpu1.rename.unblockCycles             52148296                       # Number of cycles rename is unblocking (Cycle)
system.cpu1.rename.renamedInsts             185449156                       # Number of instructions processed by rename (Count)
system.cpu1.rename.ROBFullEvents                49279                       # Number of times rename has blocked due to ROB full (Count)
system.cpu1.rename.IQFullEvents              28153525                       # Number of times rename has blocked due to IQ full (Count)
system.cpu1.rename.LQFullEvents              27742504                       # Number of times rename has blocked due to LQ full (Count)
system.cpu1.rename.SQFullEvents                857803                       # Number of times rename has blocked due to SQ full (Count)
system.cpu1.rename.renamedOperands          165607727                       # Number of destination operands rename has renamed (Count)
system.cpu1.rename.lookups                  299135871                       # Number of register rename lookups that rename has made (Count)
system.cpu1.rename.intLookups               109219505                       # Number of integer rename lookups (Count)
system.cpu1.rename.fpLookups                189889334                       # Number of floating rename lookups (Count)
system.cpu1.rename.committedMaps            164525829                       # Number of HB maps that are committed (Count)
system.cpu1.rename.undoneMaps                 1081898                       # Number of HB maps that are undone due to squashing (Count)
system.cpu1.rename.serializing                   1489                       # count of serializing insts renamed (Count)
system.cpu1.rename.tempSerializing               1494                       # count of temporary serializing insts renamed (Count)
system.cpu1.rename.skidInsts                 92202324                       # count of insts added to the skid buffer (Count)
system.cpu1.rob.reads                       287902125                       # The number of ROB reads (Count)
system.cpu1.rob.writes                      370212282                       # The number of ROB writes (Count)
system.cpu1.thread_0.numInsts               184194060                       # Number of Instructions committed (Count)
system.cpu1.thread_0.numOps                 184194900                       # Number of Ops committed (Count)
system.cpu1.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu1.tol2bus.transDist::ReadResp       1284009                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::WritebackDirty      1339211                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::WritebackClean           19                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::CleanEvict        74677                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::UpgradeReq         3112                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::SCUpgradeReq          204                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::UpgradeResp         3105                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::SCUpgradeFailReq            2                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::UpgradeFailResp            3                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::ReadExReq        43485                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::ReadExResp        43479                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::ReadCleanReq          456                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::ReadSharedReq      1290308                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::InvalidateReq         1899                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::InvalidateResp         1899                       # Transaction distribution (Count)
system.cpu1.tol2bus.pktCount_system.cpu1.icache.mem_side_port::system.cpu1.l2.cpu_side_port          931                       # Packet count per connected requestor and responder (Count)
system.cpu1.tol2bus.pktCount_system.cpu1.dcache.mem_side_port::system.cpu1.l2.cpu_side_port      3985898                       # Packet count per connected requestor and responder (Count)
system.cpu1.tol2bus.pktCount::total           3986829                       # Packet count per connected requestor and responder (Count)
system.cpu1.tol2bus.pktSize_system.cpu1.icache.mem_side_port::system.cpu1.l2.cpu_side_port        30400                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu1.tol2bus.pktSize_system.cpu1.dcache.mem_side_port::system.cpu1.l2.cpu_side_port    166974528                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu1.tol2bus.pktSize::total          167004928                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu1.tol2bus.snoops                     102048                       # Total snoops (Count)
system.cpu1.tol2bus.snoopTraffic              3847936                       # Total snoop traffic (Byte)
system.cpu1.tol2bus.snoopFanout::samples      1428525                       # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::mean        0.002756                       # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::stdev       0.052425                       # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::underflows            0      0.00%      0.00% # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::0            1424588     99.72%     99.72% # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::1               3937      0.28%    100.00% # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::2                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::3                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::4                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::overflows            0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::min_value            0                       # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::max_value            1                       # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::total        1428525                       # Request fanout histogram (Count)
system.cpu1.tol2bus.power_state.pwrStateResidencyTicks::UNDEFINED  62393801064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.tol2bus.reqLayer0.occupancy    1862918104                       # Layer occupancy (ticks) (Tick)
system.cpu1.tol2bus.reqLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu1.tol2bus.respLayer0.occupancy       489088                       # Layer occupancy (ticks) (Tick)
system.cpu1.tol2bus.respLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu1.tol2bus.respLayer1.occupancy   1419928230                       # Layer occupancy (ticks) (Tick)
system.cpu1.tol2bus.respLayer1.utilization          0.0                       # Layer utilization (Ratio)
system.cpu1.tol2bus.snoopLayer0.occupancy      3112683                       # Layer occupancy (ticks) (Tick)
system.cpu1.tol2bus.snoopLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu1.tol2bus.snoop_filter.totRequests      2654334                       # Total number of requests made to the snoop filter. (Count)
system.cpu1.tol2bus.snoop_filter.hitSingleRequests      1327803                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.cpu1.tol2bus.snoop_filter.hitMultiRequests            7                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.cpu1.tol2bus.snoop_filter.totSnoops         3929                       # Total number of snoops made to the snoop filter. (Count)
system.cpu1.tol2bus.snoop_filter.hitSingleSnoops         3929                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.cpu1.tol2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.cpu_clk_domain.clock                       357                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l3.demandHits::cpu0.inst                    16                       # number of demand (read+write) hits (Count)
system.l3.demandHits::cpu0.data                 53879                       # number of demand (read+write) hits (Count)
system.l3.demandHits::cpu1.inst                   234                       # number of demand (read+write) hits (Count)
system.l3.demandHits::cpu1.data                 12937                       # number of demand (read+write) hits (Count)
system.l3.demandHits::total                     67066                       # number of demand (read+write) hits (Count)
system.l3.overallHits::cpu0.inst                   16                       # number of overall hits (Count)
system.l3.overallHits::cpu0.data                53879                       # number of overall hits (Count)
system.l3.overallHits::cpu1.inst                  234                       # number of overall hits (Count)
system.l3.overallHits::cpu1.data                12937                       # number of overall hits (Count)
system.l3.overallHits::total                    67066                       # number of overall hits (Count)
system.l3.demandMisses::cpu0.inst                1776                       # number of demand (read+write) misses (Count)
system.l3.demandMisses::cpu0.data              365964                       # number of demand (read+write) misses (Count)
system.l3.demandMisses::cpu1.inst                 220                       # number of demand (read+write) misses (Count)
system.l3.demandMisses::cpu1.data               69587                       # number of demand (read+write) misses (Count)
system.l3.demandMisses::total                  437547                       # number of demand (read+write) misses (Count)
system.l3.overallMisses::cpu0.inst               1776                       # number of overall misses (Count)
system.l3.overallMisses::cpu0.data             365964                       # number of overall misses (Count)
system.l3.overallMisses::cpu1.inst                220                       # number of overall misses (Count)
system.l3.overallMisses::cpu1.data              69587                       # number of overall misses (Count)
system.l3.overallMisses::total                 437547                       # number of overall misses (Count)
system.l3.demandMissLatency::cpu0.inst      143039904                       # number of demand (read+write) miss ticks (Tick)
system.l3.demandMissLatency::cpu0.data    29236252248                       # number of demand (read+write) miss ticks (Tick)
system.l3.demandMissLatency::cpu1.inst       20732418                       # number of demand (read+write) miss ticks (Tick)
system.l3.demandMissLatency::cpu1.data     5728035369                       # number of demand (read+write) miss ticks (Tick)
system.l3.demandMissLatency::total        35128059939                       # number of demand (read+write) miss ticks (Tick)
system.l3.overallMissLatency::cpu0.inst     143039904                       # number of overall miss ticks (Tick)
system.l3.overallMissLatency::cpu0.data   29236252248                       # number of overall miss ticks (Tick)
system.l3.overallMissLatency::cpu1.inst      20732418                       # number of overall miss ticks (Tick)
system.l3.overallMissLatency::cpu1.data    5728035369                       # number of overall miss ticks (Tick)
system.l3.overallMissLatency::total       35128059939                       # number of overall miss ticks (Tick)
system.l3.demandAccesses::cpu0.inst              1792                       # number of demand (read+write) accesses (Count)
system.l3.demandAccesses::cpu0.data            419843                       # number of demand (read+write) accesses (Count)
system.l3.demandAccesses::cpu1.inst               454                       # number of demand (read+write) accesses (Count)
system.l3.demandAccesses::cpu1.data             82524                       # number of demand (read+write) accesses (Count)
system.l3.demandAccesses::total                504613                       # number of demand (read+write) accesses (Count)
system.l3.overallAccesses::cpu0.inst             1792                       # number of overall (read+write) accesses (Count)
system.l3.overallAccesses::cpu0.data           419843                       # number of overall (read+write) accesses (Count)
system.l3.overallAccesses::cpu1.inst              454                       # number of overall (read+write) accesses (Count)
system.l3.overallAccesses::cpu1.data            82524                       # number of overall (read+write) accesses (Count)
system.l3.overallAccesses::total               504613                       # number of overall (read+write) accesses (Count)
system.l3.demandMissRate::cpu0.inst          0.991071                       # miss rate for demand accesses (Ratio)
system.l3.demandMissRate::cpu0.data          0.871669                       # miss rate for demand accesses (Ratio)
system.l3.demandMissRate::cpu1.inst          0.484581                       # miss rate for demand accesses (Ratio)
system.l3.demandMissRate::cpu1.data          0.843233                       # miss rate for demand accesses (Ratio)
system.l3.demandMissRate::total              0.867094                       # miss rate for demand accesses (Ratio)
system.l3.overallMissRate::cpu0.inst         0.991071                       # miss rate for overall accesses (Ratio)
system.l3.overallMissRate::cpu0.data         0.871669                       # miss rate for overall accesses (Ratio)
system.l3.overallMissRate::cpu1.inst         0.484581                       # miss rate for overall accesses (Ratio)
system.l3.overallMissRate::cpu1.data         0.843233                       # miss rate for overall accesses (Ratio)
system.l3.overallMissRate::total             0.867094                       # miss rate for overall accesses (Ratio)
system.l3.demandAvgMissLatency::cpu0.inst 80540.486486                       # average overall miss latency in ticks ((Tick/Count))
system.l3.demandAvgMissLatency::cpu0.data 79888.328491                       # average overall miss latency in ticks ((Tick/Count))
system.l3.demandAvgMissLatency::cpu1.inst 94238.263636                       # average overall miss latency in ticks ((Tick/Count))
system.l3.demandAvgMissLatency::cpu1.data 82314.733628                       # average overall miss latency in ticks ((Tick/Count))
system.l3.demandAvgMissLatency::total    80284.083628                       # average overall miss latency in ticks ((Tick/Count))
system.l3.overallAvgMissLatency::cpu0.inst 80540.486486                       # average overall miss latency ((Tick/Count))
system.l3.overallAvgMissLatency::cpu0.data 79888.328491                       # average overall miss latency ((Tick/Count))
system.l3.overallAvgMissLatency::cpu1.inst 94238.263636                       # average overall miss latency ((Tick/Count))
system.l3.overallAvgMissLatency::cpu1.data 82314.733628                       # average overall miss latency ((Tick/Count))
system.l3.overallAvgMissLatency::total   80284.083628                       # average overall miss latency ((Tick/Count))
system.l3.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l3.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l3.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l3.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l3.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l3.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l3.writebacks::writebacks               245762                       # number of writebacks (Count)
system.l3.writebacks::total                    245762                       # number of writebacks (Count)
system.l3.demandMshrHits::cpu0.data                 2                       # number of demand (read+write) MSHR hits (Count)
system.l3.demandMshrHits::cpu1.inst                 1                       # number of demand (read+write) MSHR hits (Count)
system.l3.demandMshrHits::total                     3                       # number of demand (read+write) MSHR hits (Count)
system.l3.overallMshrHits::cpu0.data                2                       # number of overall MSHR hits (Count)
system.l3.overallMshrHits::cpu1.inst                1                       # number of overall MSHR hits (Count)
system.l3.overallMshrHits::total                    3                       # number of overall MSHR hits (Count)
system.l3.demandMshrMisses::cpu0.inst            1776                       # number of demand (read+write) MSHR misses (Count)
system.l3.demandMshrMisses::cpu0.data          365962                       # number of demand (read+write) MSHR misses (Count)
system.l3.demandMshrMisses::cpu1.inst             219                       # number of demand (read+write) MSHR misses (Count)
system.l3.demandMshrMisses::cpu1.data           69587                       # number of demand (read+write) MSHR misses (Count)
system.l3.demandMshrMisses::total              437544                       # number of demand (read+write) MSHR misses (Count)
system.l3.overallMshrMisses::cpu0.inst           1776                       # number of overall MSHR misses (Count)
system.l3.overallMshrMisses::cpu0.data         365962                       # number of overall MSHR misses (Count)
system.l3.overallMshrMisses::cpu1.inst            219                       # number of overall MSHR misses (Count)
system.l3.overallMshrMisses::cpu1.data          69587                       # number of overall MSHR misses (Count)
system.l3.overallMshrMisses::total             437544                       # number of overall MSHR misses (Count)
system.l3.demandMshrMissLatency::cpu0.inst    130061191                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3.demandMshrMissLatency::cpu0.data  26561361198                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3.demandMshrMissLatency::cpu1.inst     19105171                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3.demandMshrMissLatency::cpu1.data   5219106939                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3.demandMshrMissLatency::total    31929634499                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3.overallMshrMissLatency::cpu0.inst    130061191                       # number of overall MSHR miss ticks (Tick)
system.l3.overallMshrMissLatency::cpu0.data  26561361198                       # number of overall MSHR miss ticks (Tick)
system.l3.overallMshrMissLatency::cpu1.inst     19105171                       # number of overall MSHR miss ticks (Tick)
system.l3.overallMshrMissLatency::cpu1.data   5219106939                       # number of overall MSHR miss ticks (Tick)
system.l3.overallMshrMissLatency::total   31929634499                       # number of overall MSHR miss ticks (Tick)
system.l3.demandMshrMissRate::cpu0.inst      0.991071                       # mshr miss ratio for demand accesses (Ratio)
system.l3.demandMshrMissRate::cpu0.data      0.871664                       # mshr miss ratio for demand accesses (Ratio)
system.l3.demandMshrMissRate::cpu1.inst      0.482379                       # mshr miss ratio for demand accesses (Ratio)
system.l3.demandMshrMissRate::cpu1.data      0.843233                       # mshr miss ratio for demand accesses (Ratio)
system.l3.demandMshrMissRate::total          0.867088                       # mshr miss ratio for demand accesses (Ratio)
system.l3.overallMshrMissRate::cpu0.inst     0.991071                       # mshr miss ratio for overall accesses (Ratio)
system.l3.overallMshrMissRate::cpu0.data     0.871664                       # mshr miss ratio for overall accesses (Ratio)
system.l3.overallMshrMissRate::cpu1.inst     0.482379                       # mshr miss ratio for overall accesses (Ratio)
system.l3.overallMshrMissRate::cpu1.data     0.843233                       # mshr miss ratio for overall accesses (Ratio)
system.l3.overallMshrMissRate::total         0.867088                       # mshr miss ratio for overall accesses (Ratio)
system.l3.demandAvgMshrMissLatency::cpu0.inst 73232.652590                       # average overall mshr miss latency ((Tick/Count))
system.l3.demandAvgMshrMissLatency::cpu0.data 72579.560714                       # average overall mshr miss latency ((Tick/Count))
system.l3.demandAvgMshrMissLatency::cpu1.inst 87238.223744                       # average overall mshr miss latency ((Tick/Count))
system.l3.demandAvgMshrMissLatency::cpu1.data 75001.177504                       # average overall mshr miss latency ((Tick/Count))
system.l3.demandAvgMshrMissLatency::total 72974.682544                       # average overall mshr miss latency ((Tick/Count))
system.l3.overallAvgMshrMissLatency::cpu0.inst 73232.652590                       # average overall mshr miss latency ((Tick/Count))
system.l3.overallAvgMshrMissLatency::cpu0.data 72579.560714                       # average overall mshr miss latency ((Tick/Count))
system.l3.overallAvgMshrMissLatency::cpu1.inst 87238.223744                       # average overall mshr miss latency ((Tick/Count))
system.l3.overallAvgMshrMissLatency::cpu1.data 75001.177504                       # average overall mshr miss latency ((Tick/Count))
system.l3.overallAvgMshrMissLatency::total 72974.682544                       # average overall mshr miss latency ((Tick/Count))
system.l3.replacements                         394165                       # number of replacements (Count)
system.l3.CleanEvict.mshrMisses::writebacks         4403                       # number of CleanEvict MSHR misses (Count)
system.l3.CleanEvict.mshrMisses::total           4403                       # number of CleanEvict MSHR misses (Count)
system.l3.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l3.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l3.InvalidateReq.hits::cpu0.data            98                       # number of InvalidateReq hits (Count)
system.l3.InvalidateReq.hits::cpu1.data           135                       # number of InvalidateReq hits (Count)
system.l3.InvalidateReq.hits::total               233                       # number of InvalidateReq hits (Count)
system.l3.InvalidateReq.misses::cpu0.data         8452                       # number of InvalidateReq misses (Count)
system.l3.InvalidateReq.misses::cpu1.data         1761                       # number of InvalidateReq misses (Count)
system.l3.InvalidateReq.misses::total           10213                       # number of InvalidateReq misses (Count)
system.l3.InvalidateReq.accesses::cpu0.data         8550                       # number of InvalidateReq accesses(hits+misses) (Count)
system.l3.InvalidateReq.accesses::cpu1.data         1896                       # number of InvalidateReq accesses(hits+misses) (Count)
system.l3.InvalidateReq.accesses::total         10446                       # number of InvalidateReq accesses(hits+misses) (Count)
system.l3.InvalidateReq.missRate::cpu0.data     0.988538                       # miss rate for InvalidateReq accesses (Ratio)
system.l3.InvalidateReq.missRate::cpu1.data     0.928797                       # miss rate for InvalidateReq accesses (Ratio)
system.l3.InvalidateReq.missRate::total      0.977695                       # miss rate for InvalidateReq accesses (Ratio)
system.l3.InvalidateReq.mshrMisses::cpu0.data         8452                       # number of InvalidateReq MSHR misses (Count)
system.l3.InvalidateReq.mshrMisses::cpu1.data         1761                       # number of InvalidateReq MSHR misses (Count)
system.l3.InvalidateReq.mshrMisses::total        10213                       # number of InvalidateReq MSHR misses (Count)
system.l3.InvalidateReq.mshrMissLatency::cpu0.data    138321844                       # number of InvalidateReq MSHR miss ticks (Tick)
system.l3.InvalidateReq.mshrMissLatency::cpu1.data     29028379                       # number of InvalidateReq MSHR miss ticks (Tick)
system.l3.InvalidateReq.mshrMissLatency::total    167350223                       # number of InvalidateReq MSHR miss ticks (Tick)
system.l3.InvalidateReq.mshrMissRate::cpu0.data     0.988538                       # mshr miss rate for InvalidateReq accesses (Ratio)
system.l3.InvalidateReq.mshrMissRate::cpu1.data     0.928797                       # mshr miss rate for InvalidateReq accesses (Ratio)
system.l3.InvalidateReq.mshrMissRate::total     0.977695                       # mshr miss rate for InvalidateReq accesses (Ratio)
system.l3.InvalidateReq.avgMshrMissLatency::cpu0.data 16365.575485                       # average InvalidateReq mshr miss latency ((Tick/Count))
system.l3.InvalidateReq.avgMshrMissLatency::cpu1.data 16484.031232                       # average InvalidateReq mshr miss latency ((Tick/Count))
system.l3.InvalidateReq.avgMshrMissLatency::total 16386.000490                       # average InvalidateReq mshr miss latency ((Tick/Count))
system.l3.ReadExReq.hits::cpu0.data              7618                       # number of ReadExReq hits (Count)
system.l3.ReadExReq.hits::cpu1.data              2917                       # number of ReadExReq hits (Count)
system.l3.ReadExReq.hits::total                 10535                       # number of ReadExReq hits (Count)
system.l3.ReadExReq.misses::cpu0.data          229418                       # number of ReadExReq misses (Count)
system.l3.ReadExReq.misses::cpu1.data           22741                       # number of ReadExReq misses (Count)
system.l3.ReadExReq.misses::total              252159                       # number of ReadExReq misses (Count)
system.l3.ReadExReq.missLatency::cpu0.data  18470361756                       # number of ReadExReq miss ticks (Tick)
system.l3.ReadExReq.missLatency::cpu1.data   2199212463                       # number of ReadExReq miss ticks (Tick)
system.l3.ReadExReq.missLatency::total    20669574219                       # number of ReadExReq miss ticks (Tick)
system.l3.ReadExReq.accesses::cpu0.data        237036                       # number of ReadExReq accesses(hits+misses) (Count)
system.l3.ReadExReq.accesses::cpu1.data         25658                       # number of ReadExReq accesses(hits+misses) (Count)
system.l3.ReadExReq.accesses::total            262694                       # number of ReadExReq accesses(hits+misses) (Count)
system.l3.ReadExReq.missRate::cpu0.data      0.967861                       # miss rate for ReadExReq accesses (Ratio)
system.l3.ReadExReq.missRate::cpu1.data      0.886312                       # miss rate for ReadExReq accesses (Ratio)
system.l3.ReadExReq.missRate::total          0.959896                       # miss rate for ReadExReq accesses (Ratio)
system.l3.ReadExReq.avgMissLatency::cpu0.data 80509.645085                       # average ReadExReq miss latency ((Tick/Count))
system.l3.ReadExReq.avgMissLatency::cpu1.data 96706.937382                       # average ReadExReq miss latency ((Tick/Count))
system.l3.ReadExReq.avgMissLatency::total 81970.400497                       # average ReadExReq miss latency ((Tick/Count))
system.l3.ReadExReq.mshrMisses::cpu0.data       229418                       # number of ReadExReq MSHR misses (Count)
system.l3.ReadExReq.mshrMisses::cpu1.data        22741                       # number of ReadExReq MSHR misses (Count)
system.l3.ReadExReq.mshrMisses::total          252159                       # number of ReadExReq MSHR misses (Count)
system.l3.ReadExReq.mshrMissLatency::cpu0.data  16793215688                       # number of ReadExReq MSHR miss ticks (Tick)
system.l3.ReadExReq.mshrMissLatency::cpu1.data   2032792784                       # number of ReadExReq MSHR miss ticks (Tick)
system.l3.ReadExReq.mshrMissLatency::total  18826008472                       # number of ReadExReq MSHR miss ticks (Tick)
system.l3.ReadExReq.mshrMissRate::cpu0.data     0.967861                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l3.ReadExReq.mshrMissRate::cpu1.data     0.886312                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l3.ReadExReq.mshrMissRate::total      0.959896                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l3.ReadExReq.avgMshrMissLatency::cpu0.data 73199.207072                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l3.ReadExReq.avgMshrMissLatency::cpu1.data 89388.891605                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l3.ReadExReq.avgMshrMissLatency::total 74659.276377                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l3.ReadSharedReq.hits::cpu0.inst            16                       # number of ReadSharedReq hits (Count)
system.l3.ReadSharedReq.hits::cpu0.data         46261                       # number of ReadSharedReq hits (Count)
system.l3.ReadSharedReq.hits::cpu1.inst           234                       # number of ReadSharedReq hits (Count)
system.l3.ReadSharedReq.hits::cpu1.data         10020                       # number of ReadSharedReq hits (Count)
system.l3.ReadSharedReq.hits::total             56531                       # number of ReadSharedReq hits (Count)
system.l3.ReadSharedReq.misses::cpu0.inst         1776                       # number of ReadSharedReq misses (Count)
system.l3.ReadSharedReq.misses::cpu0.data       136546                       # number of ReadSharedReq misses (Count)
system.l3.ReadSharedReq.misses::cpu1.inst          220                       # number of ReadSharedReq misses (Count)
system.l3.ReadSharedReq.misses::cpu1.data        46846                       # number of ReadSharedReq misses (Count)
system.l3.ReadSharedReq.misses::total          185388                       # number of ReadSharedReq misses (Count)
system.l3.ReadSharedReq.missLatency::cpu0.inst    143039904                       # number of ReadSharedReq miss ticks (Tick)
system.l3.ReadSharedReq.missLatency::cpu0.data  10765890492                       # number of ReadSharedReq miss ticks (Tick)
