
---------- Begin Simulation Statistics ----------
simSeconds                                   0.014283                       # Number of seconds simulated (Second)
simTicks                                  14282589678                       # Number of ticks simulated (Tick)
finalTick                                 14282589678                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    396.83                       # Real time elapsed on the host (Second)
hostTickRate                                 35991273                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     701868                       # Number of bytes of host memory used (Byte)
simInsts                                    179396371                       # Number of instructions simulated (Count)
simOps                                      179461544                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   452068                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     452232                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        37981886                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       91298005                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                  192378                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      90548056                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 22549                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             2597080                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          1931706                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              14077                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           37842834                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.392740                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.035341                       # Number of insts issued each cycle (Count)
system.cpu1.lsq0.loadToUse::mean             4.121143                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::stdev            5.240441                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::0-9              14997110     98.12%     98.12% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::10-19               26764      0.18%     98.29% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::20-29              173904      1.14%     99.43% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::30-39               29421      0.19%     99.62% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::40-49                3892      0.03%     99.65% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::50-59                4504      0.03%     99.68% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::60-69               16107      0.11%     99.78% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::70-79               24586      0.16%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::80-89                4483      0.03%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::90-99                2696      0.02%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::100-109               262      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::110-119               167      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::120-129               125      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::130-139               236      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::140-149                55      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::150-159                48      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::160-169                37      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::170-179                42      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::180-189                23      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::190-199                51      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::200-209                43      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::210-219                25      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::220-229               121      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::230-239                93      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::240-249                41      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::250-259                23      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::260-269                34      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::270-279                14      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::280-289                 7      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::290-299                 9      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::overflows              39      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::max_value            1057                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::total            15284962                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.mmu.dtb.readHits                        0                       # read hits (Count)
system.cpu1.mmu.dtb.readMisses                      0                       # read misses (Count)
system.cpu1.mmu.dtb.readAccesses                    0                       # read accesses (Count)
system.cpu1.mmu.dtb.writeHits                       0                       # write hits (Count)
system.cpu1.mmu.dtb.writeMisses                     0                       # write misses (Count)
system.cpu1.mmu.dtb.writeAccesses                   0                       # write accesses (Count)
system.cpu1.mmu.dtb.hits                            0                       # Total TLB (read and write) hits (Count)
system.cpu1.mmu.dtb.misses                          0                       # Total TLB (read and write) misses (Count)
system.cpu1.mmu.dtb.accesses                        0                       # Total TLB (read and write) accesses (Count)
system.cpu1.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  14282589678                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.mmu.itb.readHits                        0                       # read hits (Count)
system.cpu1.mmu.itb.readMisses                      0                       # read misses (Count)
system.cpu1.mmu.itb.readAccesses                    0                       # read accesses (Count)
system.cpu1.mmu.itb.writeHits                       0                       # write hits (Count)
system.cpu1.mmu.itb.writeMisses                     0                       # write misses (Count)
system.cpu1.mmu.itb.writeAccesses                   0                       # write accesses (Count)
system.cpu1.mmu.itb.hits                            0                       # Total TLB (read and write) hits (Count)
system.cpu1.mmu.itb.misses                          0                       # Total TLB (read and write) misses (Count)
system.cpu1.mmu.itb.accesses                        0                       # Total TLB (read and write) accesses (Count)
system.cpu1.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  14282589678                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.power_state.numTransitions           1780                       # Number of power state transitions (Count)
system.cpu1.power_state.ticksClkGated::samples          890                       # Distribution of time spent in the clock gated state (Tick)
system.cpu1.power_state.ticksClkGated::mean 177718.210112                       # Distribution of time spent in the clock gated state (Tick)
system.cpu1.power_state.ticksClkGated::stdev 1537108.885195                       # Distribution of time spent in the clock gated state (Tick)
system.cpu1.power_state.ticksClkGated::1000-5e+10          890    100.00%    100.00% # Distribution of time spent in the clock gated state (Tick)
system.cpu1.power_state.ticksClkGated::min_value         9282                       # Distribution of time spent in the clock gated state (Tick)
system.cpu1.power_state.ticksClkGated::max_value     33529440                       # Distribution of time spent in the clock gated state (Tick)
system.cpu1.power_state.ticksClkGated::total          890                       # Distribution of time spent in the clock gated state (Tick)
system.cpu1.power_state.pwrStateResidencyTicks::ON  14124420471                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.power_state.pwrStateResidencyTicks::CLK_GATED    158169207                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.rename.squashCycles                194880                       # Number of cycles rename is squashing (Cycle)
system.cpu1.rename.idleCycles                 7681827                       # Number of cycles rename is idle (Cycle)
system.cpu1.rename.blockCycles                2496781                       # Number of cycles rename is blocking (Cycle)
system.cpu1.rename.serializeStallCycles       3770333                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu1.rename.runCycles                 13892043                       # Number of cycles rename is running (Cycle)
system.cpu1.rename.unblockCycles              9770480                       # Number of cycles rename is unblocking (Cycle)
system.cpu1.rename.renamedInsts              94577211                       # Number of instructions processed by rename (Count)
system.cpu1.rename.ROBFullEvents                51308                       # Number of times rename has blocked due to ROB full (Count)
system.cpu1.rename.IQFullEvents               8262331                       # Number of times rename has blocked due to IQ full (Count)
system.cpu1.rename.LQFullEvents                656876                       # Number of times rename has blocked due to LQ full (Count)
system.cpu1.rename.SQFullEvents                368717                       # Number of times rename has blocked due to SQ full (Count)
system.cpu1.rename.renamedOperands           82317561                       # Number of destination operands rename has renamed (Count)
system.cpu1.rename.lookups                  151574550                       # Number of register rename lookups that rename has made (Count)
system.cpu1.rename.intLookups                50741811                       # Number of integer rename lookups (Count)
system.cpu1.rename.fpLookups                100163183                       # Number of floating rename lookups (Count)
system.cpu1.rename.committedMaps             79069341                       # Number of HB maps that are committed (Count)
system.cpu1.rename.undoneMaps                 3248220                       # Number of HB maps that are undone due to squashing (Count)
system.cpu1.rename.serializing                  80857                       # count of serializing insts renamed (Count)
system.cpu1.rename.tempSerializing              80991                       # count of temporary serializing insts renamed (Count)
system.cpu1.rename.skidInsts                 20591389                       # count of insts added to the skid buffer (Count)
system.cpu1.rob.reads                       124677081                       # The number of ROB reads (Count)
system.cpu1.rob.writes                      187425605                       # The number of ROB writes (Count)
system.cpu1.thread_0.numInsts                90536782                       # Number of Instructions committed (Count)
system.cpu1.thread_0.numOps                  90568242                       # Number of Ops committed (Count)
system.cpu1.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu1.tol2bus.transDist::ReadResp        141901                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::WritebackDirty       107447                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::WritebackClean          112                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::CleanEvict        35745                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::UpgradeReq        24858                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::SCUpgradeReq         9455                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::UpgradeResp        22558                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::SCUpgradeFailReq           62                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::UpgradeFailResp          101                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::ReadExReq        31963                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::ReadExResp        31440                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::ReadCleanReq          610                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::ReadSharedReq       146851                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::InvalidateReq          379                       # Transaction distribution (Count)
system.cpu1.tol2bus.transDist::InvalidateResp          339                       # Transaction distribution (Count)
system.cpu1.tol2bus.pktCount_system.cpu1.icache.mem_side_port::system.cpu1.l2.cpu_side_port         1332                       # Packet count per connected requestor and responder (Count)
system.cpu1.tol2bus.pktCount_system.cpu1.dcache.mem_side_port::system.cpu1.l2.cpu_side_port       512433                       # Packet count per connected requestor and responder (Count)
system.cpu1.tol2bus.pktCount::total            513765                       # Packet count per connected requestor and responder (Count)
system.cpu1.tol2bus.pktSize_system.cpu1.icache.mem_side_port::system.cpu1.l2.cpu_side_port        46208                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu1.tol2bus.pktSize_system.cpu1.dcache.mem_side_port::system.cpu1.l2.cpu_side_port     17937856                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu1.tol2bus.pktSize::total           17984064                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu1.tol2bus.snoops                      62273                       # Total snoops (Count)
system.cpu1.tol2bus.snoopTraffic               984192                       # Total snoop traffic (Byte)
system.cpu1.tol2bus.snoopFanout::samples       214178                       # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::mean        0.126582                       # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::stdev       0.332504                       # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::underflows            0      0.00%      0.00% # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::0             187067     87.34%     87.34% # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::1              27111     12.66%    100.00% # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::2                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::3                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::4                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::overflows            0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::min_value            0                       # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::max_value            1                       # Request fanout histogram (Count)
system.cpu1.tol2bus.snoopFanout::total         214178                       # Request fanout histogram (Count)
system.cpu1.tol2bus.power_state.pwrStateResidencyTicks::UNDEFINED  14282589678                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.tol2bus.reqLayer0.occupancy     190370968                       # Layer occupancy (ticks) (Tick)
system.cpu1.tol2bus.reqLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu1.tol2bus.respLayer0.occupancy       653666                       # Layer occupancy (ticks) (Tick)
system.cpu1.tol2bus.respLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu1.tol2bus.respLayer1.occupancy    174365940                       # Layer occupancy (ticks) (Tick)
system.cpu1.tol2bus.respLayer1.utilization          0.0                       # Layer utilization (Ratio)
system.cpu1.tol2bus.snoopLayer0.occupancy     19156289                       # Layer occupancy (ticks) (Tick)
system.cpu1.tol2bus.snoopLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu1.tol2bus.snoop_filter.totRequests       317426                       # Total number of requests made to the snoop filter. (Count)
system.cpu1.tol2bus.snoop_filter.hitSingleRequests       161052                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.cpu1.tol2bus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.cpu1.tol2bus.snoop_filter.totSnoops        27111                       # Total number of snoops made to the snoop filter. (Count)
system.cpu1.tol2bus.snoop_filter.hitSingleSnoops        27111                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.cpu1.tol2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.cpu_clk_domain.clock                       357                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l3.demandHits::cpu0.inst                   210                       # number of demand (read+write) hits (Count)
system.l3.demandHits::cpu0.data                    17                       # number of demand (read+write) hits (Count)
system.l3.demandHits::cpu1.inst                   302                       # number of demand (read+write) hits (Count)
system.l3.demandHits::cpu1.data                    71                       # number of demand (read+write) hits (Count)
system.l3.demandHits::total                       600                       # number of demand (read+write) hits (Count)
system.l3.overallHits::cpu0.inst                  210                       # number of overall hits (Count)
system.l3.overallHits::cpu0.data                   17                       # number of overall hits (Count)
system.l3.overallHits::cpu1.inst                  302                       # number of overall hits (Count)
system.l3.overallHits::cpu1.data                   71                       # number of overall hits (Count)
system.l3.overallHits::total                      600                       # number of overall hits (Count)
system.l3.demandMisses::cpu0.inst                1002                       # number of demand (read+write) misses (Count)
system.l3.demandMisses::cpu0.data               10080                       # number of demand (read+write) misses (Count)
system.l3.demandMisses::cpu1.inst                 303                       # number of demand (read+write) misses (Count)
system.l3.demandMisses::cpu1.data                3769                       # number of demand (read+write) misses (Count)
system.l3.demandMisses::total                   15154                       # number of demand (read+write) misses (Count)
system.l3.overallMisses::cpu0.inst               1002                       # number of overall misses (Count)
system.l3.overallMisses::cpu0.data              10080                       # number of overall misses (Count)
system.l3.overallMisses::cpu1.inst                303                       # number of overall misses (Count)
system.l3.overallMisses::cpu1.data               3769                       # number of overall misses (Count)
system.l3.overallMisses::total                  15154                       # number of overall misses (Count)
system.l3.demandMissLatency::cpu0.inst       75085668                       # number of demand (read+write) miss ticks (Tick)
system.l3.demandMissLatency::cpu0.data      733273002                       # number of demand (read+write) miss ticks (Tick)
system.l3.demandMissLatency::cpu1.inst       23404920                       # number of demand (read+write) miss ticks (Tick)
system.l3.demandMissLatency::cpu1.data      288576309                       # number of demand (read+write) miss ticks (Tick)
system.l3.demandMissLatency::total         1120339899                       # number of demand (read+write) miss ticks (Tick)
system.l3.overallMissLatency::cpu0.inst      75085668                       # number of overall miss ticks (Tick)
system.l3.overallMissLatency::cpu0.data     733273002                       # number of overall miss ticks (Tick)
system.l3.overallMissLatency::cpu1.inst      23404920                       # number of overall miss ticks (Tick)
system.l3.overallMissLatency::cpu1.data     288576309                       # number of overall miss ticks (Tick)
system.l3.overallMissLatency::total        1120339899                       # number of overall miss ticks (Tick)
system.l3.demandAccesses::cpu0.inst              1212                       # number of demand (read+write) accesses (Count)
system.l3.demandAccesses::cpu0.data             10097                       # number of demand (read+write) accesses (Count)
system.l3.demandAccesses::cpu1.inst               605                       # number of demand (read+write) accesses (Count)
system.l3.demandAccesses::cpu1.data              3840                       # number of demand (read+write) accesses (Count)
system.l3.demandAccesses::total                 15754                       # number of demand (read+write) accesses (Count)
system.l3.overallAccesses::cpu0.inst             1212                       # number of overall (read+write) accesses (Count)
system.l3.overallAccesses::cpu0.data            10097                       # number of overall (read+write) accesses (Count)
system.l3.overallAccesses::cpu1.inst              605                       # number of overall (read+write) accesses (Count)
system.l3.overallAccesses::cpu1.data             3840                       # number of overall (read+write) accesses (Count)
system.l3.overallAccesses::total                15754                       # number of overall (read+write) accesses (Count)
system.l3.demandMissRate::cpu0.inst          0.826733                       # miss rate for demand accesses (Ratio)
system.l3.demandMissRate::cpu0.data          0.998316                       # miss rate for demand accesses (Ratio)
system.l3.demandMissRate::cpu1.inst          0.500826                       # miss rate for demand accesses (Ratio)
system.l3.demandMissRate::cpu1.data          0.981510                       # miss rate for demand accesses (Ratio)
system.l3.demandMissRate::total              0.961914                       # miss rate for demand accesses (Ratio)
system.l3.overallMissRate::cpu0.inst         0.826733                       # miss rate for overall accesses (Ratio)
system.l3.overallMissRate::cpu0.data         0.998316                       # miss rate for overall accesses (Ratio)
system.l3.overallMissRate::cpu1.inst         0.500826                       # miss rate for overall accesses (Ratio)
system.l3.overallMissRate::cpu1.data         0.981510                       # miss rate for overall accesses (Ratio)
system.l3.overallMissRate::total             0.961914                       # miss rate for overall accesses (Ratio)
system.l3.demandAvgMissLatency::cpu0.inst 74935.796407                       # average overall miss latency in ticks ((Tick/Count))
system.l3.demandAvgMissLatency::cpu0.data 72745.337500                       # average overall miss latency in ticks ((Tick/Count))
system.l3.demandAvgMissLatency::cpu1.inst 77243.960396                       # average overall miss latency in ticks ((Tick/Count))
system.l3.demandAvgMissLatency::cpu1.data 76565.749270                       # average overall miss latency in ticks ((Tick/Count))
system.l3.demandAvgMissLatency::total    73930.308763                       # average overall miss latency in ticks ((Tick/Count))
system.l3.overallAvgMissLatency::cpu0.inst 74935.796407                       # average overall miss latency ((Tick/Count))
system.l3.overallAvgMissLatency::cpu0.data 72745.337500                       # average overall miss latency ((Tick/Count))
system.l3.overallAvgMissLatency::cpu1.inst 77243.960396                       # average overall miss latency ((Tick/Count))
system.l3.overallAvgMissLatency::cpu1.data 76565.749270                       # average overall miss latency ((Tick/Count))
system.l3.overallAvgMissLatency::total   73930.308763                       # average overall miss latency ((Tick/Count))
system.l3.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l3.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l3.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l3.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l3.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l3.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l3.demandMshrHits::cpu0.inst                13                       # number of demand (read+write) MSHR hits (Count)
system.l3.demandMshrHits::cpu0.data                 2                       # number of demand (read+write) MSHR hits (Count)
system.l3.demandMshrHits::cpu1.inst                11                       # number of demand (read+write) MSHR hits (Count)
system.l3.demandMshrHits::total                    26                       # number of demand (read+write) MSHR hits (Count)
system.l3.overallMshrHits::cpu0.inst               13                       # number of overall MSHR hits (Count)
system.l3.overallMshrHits::cpu0.data                2                       # number of overall MSHR hits (Count)
system.l3.overallMshrHits::cpu1.inst               11                       # number of overall MSHR hits (Count)
system.l3.overallMshrHits::total                   26                       # number of overall MSHR hits (Count)
system.l3.demandMshrMisses::cpu0.inst             989                       # number of demand (read+write) MSHR misses (Count)
system.l3.demandMshrMisses::cpu0.data           10078                       # number of demand (read+write) MSHR misses (Count)
system.l3.demandMshrMisses::cpu1.inst             292                       # number of demand (read+write) MSHR misses (Count)
system.l3.demandMshrMisses::cpu1.data            3769                       # number of demand (read+write) MSHR misses (Count)
system.l3.demandMshrMisses::total               15128                       # number of demand (read+write) MSHR misses (Count)
system.l3.overallMshrMisses::cpu0.inst            989                       # number of overall MSHR misses (Count)
system.l3.overallMshrMisses::cpu0.data          10078                       # number of overall MSHR misses (Count)
system.l3.overallMshrMisses::cpu1.inst            292                       # number of overall MSHR misses (Count)
system.l3.overallMshrMisses::cpu1.data           3769                       # number of overall MSHR misses (Count)
system.l3.overallMshrMisses::total              15128                       # number of overall MSHR misses (Count)
system.l3.demandMshrMissLatency::cpu0.inst     67410532                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3.demandMshrMissLatency::cpu0.data    659536936                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3.demandMshrMissLatency::cpu1.inst     20769541                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3.demandMshrMissLatency::cpu1.data    261016725                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3.demandMshrMissLatency::total     1008733734                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3.overallMshrMissLatency::cpu0.inst     67410532                       # number of overall MSHR miss ticks (Tick)
system.l3.overallMshrMissLatency::cpu0.data    659536936                       # number of overall MSHR miss ticks (Tick)
system.l3.overallMshrMissLatency::cpu1.inst     20769541                       # number of overall MSHR miss ticks (Tick)
system.l3.overallMshrMissLatency::cpu1.data    261016725                       # number of overall MSHR miss ticks (Tick)
system.l3.overallMshrMissLatency::total    1008733734                       # number of overall MSHR miss ticks (Tick)
system.l3.demandMshrMissRate::cpu0.inst      0.816007                       # mshr miss ratio for demand accesses (Ratio)
system.l3.demandMshrMissRate::cpu0.data      0.998118                       # mshr miss ratio for demand accesses (Ratio)
system.l3.demandMshrMissRate::cpu1.inst      0.482645                       # mshr miss ratio for demand accesses (Ratio)
system.l3.demandMshrMissRate::cpu1.data      0.981510                       # mshr miss ratio for demand accesses (Ratio)
system.l3.demandMshrMissRate::total          0.960264                       # mshr miss ratio for demand accesses (Ratio)
system.l3.overallMshrMissRate::cpu0.inst     0.816007                       # mshr miss ratio for overall accesses (Ratio)
system.l3.overallMshrMissRate::cpu0.data     0.998118                       # mshr miss ratio for overall accesses (Ratio)
system.l3.overallMshrMissRate::cpu1.inst     0.482645                       # mshr miss ratio for overall accesses (Ratio)
system.l3.overallMshrMissRate::cpu1.data     0.981510                       # mshr miss ratio for overall accesses (Ratio)
system.l3.overallMshrMissRate::total         0.960264                       # mshr miss ratio for overall accesses (Ratio)
system.l3.demandAvgMshrMissLatency::cpu0.inst 68160.295248                       # average overall mshr miss latency ((Tick/Count))
system.l3.demandAvgMshrMissLatency::cpu0.data 65443.236356                       # average overall mshr miss latency ((Tick/Count))
system.l3.demandAvgMshrMissLatency::cpu1.inst 71128.565068                       # average overall mshr miss latency ((Tick/Count))
system.l3.demandAvgMshrMissLatency::cpu1.data 69253.575219                       # average overall mshr miss latency ((Tick/Count))
system.l3.demandAvgMshrMissLatency::total 66679.913670                       # average overall mshr miss latency ((Tick/Count))
system.l3.overallAvgMshrMissLatency::cpu0.inst 68160.295248                       # average overall mshr miss latency ((Tick/Count))
system.l3.overallAvgMshrMissLatency::cpu0.data 65443.236356                       # average overall mshr miss latency ((Tick/Count))
system.l3.overallAvgMshrMissLatency::cpu1.inst 71128.565068                       # average overall mshr miss latency ((Tick/Count))
system.l3.overallAvgMshrMissLatency::cpu1.data 69253.575219                       # average overall mshr miss latency ((Tick/Count))
system.l3.overallAvgMshrMissLatency::total 66679.913670                       # average overall mshr miss latency ((Tick/Count))
system.l3.replacements                              0                       # number of replacements (Count)
system.l3.InvalidateReq.hits::cpu0.data            17                       # number of InvalidateReq hits (Count)
system.l3.InvalidateReq.hits::cpu1.data            35                       # number of InvalidateReq hits (Count)
system.l3.InvalidateReq.hits::total                52                       # number of InvalidateReq hits (Count)
system.l3.InvalidateReq.misses::cpu0.data          491                       # number of InvalidateReq misses (Count)
system.l3.InvalidateReq.misses::cpu1.data           32                       # number of InvalidateReq misses (Count)
system.l3.InvalidateReq.misses::total             523                       # number of InvalidateReq misses (Count)
system.l3.InvalidateReq.accesses::cpu0.data          508                       # number of InvalidateReq accesses(hits+misses) (Count)
system.l3.InvalidateReq.accesses::cpu1.data           67                       # number of InvalidateReq accesses(hits+misses) (Count)
system.l3.InvalidateReq.accesses::total           575                       # number of InvalidateReq accesses(hits+misses) (Count)
system.l3.InvalidateReq.missRate::cpu0.data     0.966535                       # miss rate for InvalidateReq accesses (Ratio)
system.l3.InvalidateReq.missRate::cpu1.data     0.477612                       # miss rate for InvalidateReq accesses (Ratio)
system.l3.InvalidateReq.missRate::total      0.909565                       # miss rate for InvalidateReq accesses (Ratio)
system.l3.InvalidateReq.mshrMisses::cpu0.data          491                       # number of InvalidateReq MSHR misses (Count)
system.l3.InvalidateReq.mshrMisses::cpu1.data           32                       # number of InvalidateReq MSHR misses (Count)
system.l3.InvalidateReq.mshrMisses::total          523                       # number of InvalidateReq MSHR misses (Count)
system.l3.InvalidateReq.mshrMissLatency::cpu0.data      8259652                       # number of InvalidateReq MSHR miss ticks (Tick)
system.l3.InvalidateReq.mshrMissLatency::cpu1.data       733545                       # number of InvalidateReq MSHR miss ticks (Tick)
